Tg,Tx,Tl,Rc,Dmax,Phase
780,824,NAN,NAN,NAN,MMG
749,822,1419,NAN,NAN,MG
780.0,787,1442,NAN,NAN,MMG
703.0,739,1026,NAN,NAN,MMG
593,758,1304,NAN,NAN,MMG
824,872,1344,NAN,NAN,CMA
777,875,1278,NAN,10,MMG
790,874,1280,NAN,10,MMG
785,875,1278,NAN,10,MMG
790,874,1280,NAN,10,MMG
785,872,1344,NAN,8,MMG
777,872,NAN,NAN,8,MMG
763,NAN,NAN,NAN,NAN,MG
NAN,826,NAN,NAN,2,MMG
768,NAN,NAN,NAN,NAN,MMG
NAN,810,NAN,NAN,NAN,MMG
748,804,NAN,NAN,NAN,MG
771,851,NAN,NAN,NAN,MG
800,848,NAN,NAN,7,MG
787,715,NAN,NAN,2,MMG
683,823,NAN,NAN,NAN,MMG
775,825,NAN,NAN,NAN,MG
779,689.5,NAN,NAN,4,MG
641.3,701.1,NAN,NAN,4,MMG
649.4,813,NAN,NAN,NAN,MMG
783,743,NAN,NAN,2,MG
698,764,NAN,NAN,2,MMG
714,786,NAN,NAN,2,MMG
733,792,NAN,NAN,2,MMG
740,827,NAN,NAN,NAN,MMG
751,828,1326,NAN,NAN,MG
834.0,915,1316,NAN,NAN,CMA
831.0,915,1291,NAN,NAN,CMA
813.0,894,1304,NAN,NAN,CMA
837.0,883,1233,NAN,NAN,CMA
838.0,860,1329,NAN,NAN,CMA
813.0,928,1301,NAN,NAN,CMA
753.0,881,1329,NAN,NAN,CMA
815.0,834,1263,NAN,NAN,CMA
857,879,1394,NAN,NAN,CMA
842.0,1021,1241,NAN,NAN,CMA
840.0,871,1304,NAN,NAN,CMA
820.0,913,1278,NAN,NAN,CMA
825.0,874,1229,NAN,NAN,CMA
825.0,845,1229,NAN,NAN,CMA
845,846,1363,NAN,NAN,CMA
874.0,961,1401,NAN,NAN,CMA
881.0,1021,1396,NAN,NAN,CMA
855.0,1026,1280,NAN,NAN,CMA
825.0,912,1225,NAN,NAN,CMA
825.0,842,1225,NAN,NAN,CMA
842,877,1386,NAN,NAN,CMA
877.0,1013,1386,NAN,NAN,CMA
809.0,1013,1220,NAN,NAN,CMA
822,839,1340,NAN,NAN,CMA
933.0,936,1466,NAN,NAN,CMA
798.0,1139,1200,NAN,NAN,CMA
799,1223,NAN,NAN,NAN,CMA
496.2,898.5,1112,NAN,3,NAN
445.6,457.3,725.2,7.26101,2,MMG
391.6,548.8,929.9,3.86101,3,NAN
449.0,484.5,734,6.86101,NAN,MMG
401,449,731,NAN,NAN,MMG
395,449,734,NAN,5,MMG
455.9,555.1,941.3,NAN,3,MMG
449.0,490.8,731,NAN,2,MMG
395,489,756,NAN,NAN,MMG
431.0,448,724,NAN,1,MMG
405,429,763,NAN,0.5,MMG
404,529,878,NAN,NAN,MMG
459,552,899,NAN,NAN,MMG
472,518,759,NAN,NAN,MMG
469,503,859,NAN,NAN,MMG
452,503,823,NAN,NAN,MMG
429,515,752,NAN,NAN,MMG
467,503,860,NAN,3,MMG
452,458,716,NAN,NAN,MMG
380,458,716,NAN,NAN,MMG
380,481,759,NAN,NAN,MMG
401,455,722,NAN,NAN,MMG
401,456,729,NAN,NAN,MMG
404,456,730,NAN,NAN,MMG
405,458,739,NAN,NAN,MMG
406,457,736,NAN,NAN,MMG
406,458,744,NAN,NAN,MMG
407,481,774,NAN,NAN,MMG
410,458,716,NAN,5,MMG
380,481,759,NAN,5,MMG
401,455,722,NAN,5,MMG
401,456,730,NAN,5,MMG
405,458,739,NAN,5,MMG
406,457,736,NAN,5,MMG
406,456,729,NAN,8,MMG
404,458,744,NAN,5,MMG
407,503,823,NAN,4,MMG
429,452,744,NAN,12,MMG
423,547,835,NAN,5,MMG
446.0,467,738,22.5,10,MMG
417,456,729,NAN,8,MMG
404,513,1104,NAN,NAN,MMG
465,483,787,NAN,2,MMG
416,557,835,NAN,NAN,MMG
467,483,787,NAN,NAN,MMG
416,446,770,NAN,NAN,MMG
421,431,674,NAN,1.5,MMG
405,449,728,NAN,NAN,MMG
413,426,743,NAN,1,MMG
400,498,852,NAN,NAN,MMG
425,498,852,NAN,NAN,MMG
425,482,747,NAN,NAN,MMG
426,498,852,NAN,3,MMG
425,431,740,NAN,NAN,MMG
402,463,737,NAN,NAN,MMG
404,472,721,NAN,NAN,MMG
389,472,722,NAN,NAN,MMG
389,472,721,NAN,6,MMG
389,440,719,NAN,10,MMG
386,541,822,NAN,9,MMG
397,418,759,NAN,0.5,MMG
465.2,541.8,822.5,NAN,9,MMG
386,431,712,NAN,10,MMG
403,451,712,NAN,10,MMG
387,421,710,NAN,10,MMG
433,480,817,NAN,NAN,MMG
428,463,778,NAN,NAN,MMG
421,489,774,NAN,5,MMG
416,436,778,NAN,9,MMG
425,448,789,NAN,12,MMG
427,453,776,NAN,15,MMG
437,467,835,NAN,20,MMG
437,472,850,NAN,25,MMG
439,476,869,NAN,12,MMG
410,453,712,NAN,11,MMG
390,445,713,NAN,NAN,MMG
397,474,700,NAN,NAN,MMG
390,445,713,NAN,6,MMG
416,471,739,NAN,10,MMG
429,471,698,NAN,16,MMG
397,474,700,NAN,9,MMG
416,475,750,NAN,8,MMG
424,472,767,NAN,10,MMG
413,467,718,NAN,12,MMG
406,455,709,NAN,10,MMG
414,465,734,NAN,8,MMG
426,491,881,NAN,2,MMG
433,492,823,NAN,2,MMG
406,442,706,NAN,5,MMG
422,460,728,NAN,NAN,MMG
435,461,926,NAN,NAN,MMG
408,448,709,NAN,10,MMG
425,499,790,NAN,8,MMG
413,459,729,NAN,10.5,MMG
393,473,712,NAN,NAN,MMG
391,464,711,NAN,NAN,MMG
393,473,712,NAN,8,MMG
391,464,711,NAN,7,MMG
412,472,713,NAN,16,MMG
415,477,708,NAN,16,MMG
418,491,703,NAN,20,MMG
412,472,713,NAN,20,MMG
477,540,771,NAN,5,MMG
387,447,NAN,NAN,NAN,MMG
445,531,826,NAN,NAN,MMG
467,541,868,NAN,NAN,MMG
430,NAN,NAN,35.9,NAN,MMG
437,492,NAN,34.5,0.07,MMG
419,465,729,NAN,NAN,MMG
422,460,NAN,NAN,11,MMG
414,NAN,NAN,NAN,NAN,MMG
698,775,1136,NAN,5,MMG
359,378,651,NAN,NAN,MMG
339,399,679,NAN,NAN,MG
359,399,671,NAN,NAN,MG
393,414,715,NAN,NAN,MG
401,424,679,NAN,NAN,MG
339,399,669,NAN,NAN,MG
348,412,696,NAN,NAN,MG
348,417,713,NAN,NAN,MG
351,423,739,NAN,NAN,MG
413,435,NAN,NAN,NAN,MG
413,433,NAN,NAN,NAN,MG
418,439,NAN,NAN,NAN,MG
413,425,633,NAN,NAN,MG
407,441,NAN,NAN,NAN,MG
358,367,NAN,NAN,NAN,MG
336,356,671,NAN,2,MG
359,378,665,NAN,3.5,MG
367,NAN,NAN,NAN,NAN,MMG
365,378,653,NAN,4,MMG
474.0,480,803,NAN,NAN,MG
475,481.2,773.8,NAN,7,MMG
424,475,738,NAN,0.1,MMG
474,499,NAN,5.06101,9,NAN
458,474,803,NAN,0.35,MMG
451,485,851,NAN,0.2,MMG
454,480,812,NAN,0.5,MMG
449,499,831,NAN,2,MMG
455,482,799.1,NAN,3,MMG
449,481,800,NAN,1,MMG
447,478,797,NAN,0.5,MMG
453,475,791,NAN,0.4,MMG
451,510,841,NAN,1,MMG
456.3,479,796,NAN,0.5,MMG
455.5,498.4,799.1,NAN,3.5,MMG
464.6,471.8,881,NAN,0.6,MMG
469.4,485,815,3.06101,2.8,MMG
422,491.7,848.9,1.36103,1.5,MMG
413,483,737,4.66101,12,MMG
422,473,739,1.86102,7,MMG
422,480,766,NAN,3,MMG
418,492,750,1,3,MMG
420,481,755,NAN,4,MMG
424,480,762,NAN,4,MMG
413,482,769,NAN,4,MMG
417,446,784,NAN,1,MMG
423,473,751,NAN,1,MMG
378,456,744,NAN,1,MMG
383,429,703,NAN,NAN,MMG
410,453,723,NAN,NAN,MG
414,456,742,NAN,1.5,MG
416,450,739,NAN,1.5,MMG
412,446,729,NAN,2.5,MMG
417,441,739,NAN,1,MMG
419,459,746,NAN,1,MMG
419,458,729,NAN,2,MMG
421,450,737,NAN,1.5,MMG
421,457,757,NAN,2,MMG
423,454,784,NAN,1.5,MMG
415,450,788,NAN,1.5,MMG
413,453,1043,NAN,NAN,MMG
346.6,486,755,NAN,5,MMG
347.2,382.6,679.2,NAN,NAN,MMG
349.9,380.5,682.4,NAN,NAN,NAN
351.6,379.6,686.1,NAN,NAN,NAN
379.7,418,687.9,NAN,NAN,NAN
430,436,NAN,NAN,NAN,NAN
432,482,817,NAN,NAN,NAN
422,474,732,NAN,NAN,MMG
433,496,762,NAN,9,MMG
450,501,724,NAN,NAN,MMG
433,490,819,NAN,2.5,MMG
425,472,785,NAN,4,MMG
439.2,469,773,NAN,4,MMG
440.3,474.5,756.9,NAN,7,MMG
442.3,485,773.5,NAN,4,MMG
442.3,482.7,791.4,NAN,3,MMG
449.6,488.7,779.8,NAN,3.5,MMG
437.3,479.1,764.2,NAN,5,MMG
428,472.8,746.9,NAN,4,MMG
427,469,694,NAN,NAN,MMG
425,483,748,NAN,9,MMG
427,485,755,NAN,8,MMG
420,490,753,NAN,8,MMG
413,481,786,NAN,5,MMG
427,472,739,NAN,6,MMG
454,465,733,NAN,6,MMG
427,491,827,NAN,3,MMG
426,491,778,NAN,14,MMG
454,501,778,NAN,12,MMG
454,491,827,NAN,NAN,MMG
416,491,827,NAN,3,MMG
419,459,686,NAN,7.5,MMG
411,459,1041,NAN,NAN,MMG
411,445,1044,NAN,NAN,MMG
421,455,1042,NAN,NAN,MMG
426,454,1041,NAN,NAN,MMG
424,509,725,NAN,NAN,MMG
420,467,682,NAN,8,MMG
428,464,683,NAN,9,MMG
454,502,777,NAN,10,MMG
456,493,824,NAN,NAN,MMG
432,492,829,NAN,NAN,MMG
457,493,714,NAN,NAN,MMG
434,492,828,NAN,NAN,MMG
456,NAN,NAN,NAN,NAN,MMG
454,492,829,NAN,4,MMG
457,493,824,NAN,2,MMG
430,492,828,NAN,1,MMG
456,472,748,NAN,10,MMG
456,491,829,NAN,NAN,MMG
453,495,839,NAN,NAN,MMG
453,498,811,NAN,NAN,MMG
358,492,826,NAN,NAN,MMG
378.0,456,664,NAN,5,MMG
453,491,829,NAN,3.5,MMG
425,498,811,NAN,1,MMG
456,472,734,NAN,27,MMG
453,495,839,NAN,4,MMG
437,492,826,NAN,1,MMG
358,468,765,NAN,NAN,MMG
372.0,457,703,NAN,2,MMG
453,490,824,NAN,NAN,MMG
430,494,828,NAN,NAN,MMG
358,459,728,NAN,9,MMG
359,375,733,NAN,0.5,MMG
358,378,677,NAN,3.5,MMG
376.0,453,668,NAN,3.5,MMG
457,494,828,NAN,1.5,MMG
440,490,824,NAN,1,MMG
456,477,726,NAN,11,MMG
434,492,824,NAN,2,MMG
456,472,718,NAN,14,MMG
433,492,824,NAN,NAN,MMG
438,473,735,NAN,9.5,MMG
474.0,719,978,NAN,13,MMG
847.0,901,1399,NAN,NAN,MMG
814.0,901,1330,NAN,NAN,CMA
814.0,1001,1330,NAN,NAN,CMA
837.0,901,1436,NAN,NAN,CMA
813.0,865,1330,NAN,NAN,CMA
813.0,903,1277,NAN,NAN,CMA
844.0,850 (I have modified this value. Both can not be identical),1284,NAN,NAN,CMA
817.0,846,1240,NAN,NAN,CMA
816.0,957,1245,NAN,NAN,CMA
856.0,957,1342,NAN,NAN,CMA
856.0,965,1342,NAN,NAN,CMA
861.0,965,1345,NAN,NAN,CMA
861.0,967,1345,NAN,NAN,CMA
862.0,959,1346,NAN,NAN,CMA
854.0,959,1346,NAN,NAN,CMA
854.0,967,1346,NAN,NAN,CMA
861.0,967,1349,NAN,NAN,CMA
861.0,883,1349,NAN,NAN,CMA
847.0,1156,1251,NAN,NAN,CMA
878.0,961,1397,NAN,NAN,CMA
857.0,982,1346,NAN,NAN,CMA
870.0,964,1355,NAN,NAN,CMA
860.0,959,1345,NAN,NAN,CMA
855.0,957,1346,NAN,NAN,CMA
858.0,1108,1340,NAN,NAN,CMA
934.0,1093,1423,NAN,NAN,CMA
919.0,1116,1428,NAN,NAN,CMA
892,935,1433,NAN,NAN,CMA
828.0,1157,1293,NAN,NAN,CMA
941.0,1143,1476,NAN,NAN,CMA
942.0,1093,1456,NAN,NAN,CMA
919.0,1126,1428,NAN,NAN,CMA
934.0,1173,1446,NAN,NAN,CMA
945.0,1171,1490,NAN,NAN,CMA
942.0,1160,1491,NAN,NAN,CMA
941.0,1166,1479,NAN,NAN,CMA
941.0,1166,1487,NAN,NAN,CMA
756.0,963,1167,NAN,NAN,CMA
824,857,1349,NAN,NAN,CMA
878.0,1137,1416,NAN,NAN,CMA
932.0,1143,1465,NAN,NAN,CMA
939.0,1058,1462,NAN,NAN,CMA
882,886,1433,NAN,NAN,CMA
820,853,1240,NAN,NAN,CMA
821.0,826,1198,NAN,NAN,CMA
822.0,1173,1206,NAN,NAN,CMA
945.0,1173,1490,NAN,NAN,CMA
945.0,1142,1490,NAN,NAN,CMA
921.0,1135,1487,NAN,NAN,CMA
918.0,1173,1483,NAN,NAN,CMA
891,945,1490,NAN,NAN,CMA
NAN,924,1478,NAN,1,CMA
887,NAN,NAN,NAN,NAN,NAN
860,911,1458,NAN,1.5,MG
853,891,1390,110000,1.5,MMG
891.0,934,1391,NAN,0.5,MMG
875,961,1559,NAN,2,MMG
605,902,1413,NAN,2,MMG
683.0,830,1073,NAN,15,MMG
848,876,1304,NAN,2,MMG
819,898,1348,NAN,1,MMG
838,854,1288,NAN,1,MMG
820,863,1508,NAN,NAN,MMG
839,877,1364,NAN,NAN,MMG
849,890,1348,NAN,NAN,MMG
851,899,1351,NAN,NAN,MMG
842,895,1352,NAN,NAN,MMG
830,896,1369,NAN,NAN,MMG
861,902,1372,NAN,NAN,MMG
873,897,1395,NAN,NAN,MMG
844,900,1417,NAN,NAN,MMG
853,888,1370,NAN,NAN,MMG
844,886,1363,NAN,NAN,MMG
770,877,1518,NAN,NAN,MMG
795.0,821,1446,NAN,0.5,MMG
867,877,1272,NAN,3,MMG
748,927,1379,NAN,2,MMG
803.0,826,1366,NAN,0.5,MMG
836,896,1379,NAN,2,MMG
831,897,1343,NAN,NAN,MMG
839,892,1340,NAN,NAN,MMG
844,902,1346,NAN,NAN,MMG
836,907,1349,NAN,NAN,MMG
843,902,1373,NAN,NAN,MMG
841,894,1458,NAN,NAN,MMG
849,891,1392,NAN,NAN,MMG
914.0,984,1351,NAN,NAN,MMG
829.0,853,1424,NAN,NAN,MMG
804,894,1385,NAN,NAN,CMA
813,912,1213,NAN,NAN,MMG
815,965,1181,NAN,NAN,MMG
800,976,1168,NAN,NAN,MMG
703,959,1174,NAN,NAN,MMG
841,753,NAN,NAN,1,MMG
848,898,NAN,NAN,2,MMG
846,908,NAN,NAN,1.5,MMG
882,897,NAN,NAN,3,MMG
882,930,NAN,NAN,3,MMG
NAN,940,NAN,NAN,3,MMG
857,994,NAN,NAN,NAN,MMG
824,904,NAN,NAN,1.5,MMG
836,885,1385,NAN,2,MMG
881,897,1378,NAN,2,MMG
763,906,1447,NAN,NAN,MMG
767,856,1364,NAN,2,MMG
780,833,1367,NAN,2,MMG
774,846,1363,NAN,3,MMG
755,846,1366,NAN,2.5,MMG
745,795,1381,NAN,2,MMG
750,795,1348,NAN,3,MMG
762,795,1356,NAN,2.5,MMG
795.0,1046,1408,NAN,1,MMG
872.0,1048,1439,NAN,NAN,MMG
873.0,1100,1439,NAN,NAN,CMA
898.0,1082,1470,NAN,NAN,CMA
883.0,1080,1470,NAN,NAN,CMA
485,593,859,NAN,2,CMA
485,615,NAN,NAN,NAN,MMG
454,610,NAN,NAN,NAN,MMG
445,478,759,NAN,6,MMG
438,469,NAN,NAN,6,NAN
429,478,755,NAN,5,MMG
473.0,776,1005,NAN,5,MMG
1010,1064,NAN,NAN,2.5,NAN
1016,1062,NAN,NAN,2.5,MMG
1022,1066,NAN,NAN,2.5,MMG
983,1065,NAN,NAN,2,MMG
998,1007,NAN,NAN,2,MMG
1028,1033,NAN,NAN,2,MMG
645,1090,NAN,NAN,2.5,MMG
642.4,707,1071,NAN,0.8,MMG
582.5,686.4,1128,NAN,2,NAN
609,645.5,995.8,1800,25,MMG
636.1,682,995,125,5,MMG
644.3,677.1,1056.7,NAN,1.5,MMG
652,684.3,1101.3,1.06102,0.75,MMG
636.8,680,1154,5.06102,2,MMG
586,676.8,1121.1,NAN,2,MMG
614,678,NAN,0.1,73,MMG
613,684,1001,NAN,4,MMG
610,684,1005,NAN,5,MMG
611,683,1005,NAN,5,MMG
575,676,1006,NAN,7,MMG
580,684,NAN,0.067,80,MMG
635,645,NAN,NAN,10,MMG
636,670,1097,NAN,2,MMG
613,677,1056,NAN,1.5,MMG
641.1,690,1005,NAN,5,MMG
634,678.1,1111.1,NAN,2,MMG
636,640,NAN,NAN,1,MMG
640,645,NAN,NAN,1,MMG
640,672,NAN,NAN,1,MMG
642,648,NAN,NAN,1,MMG
NAN,669,NAN,NAN,1,MMG
382,NAN,NAN,10,NAN,MMG
402.0,417,705,NAN,1.5,MMG
367,469,725,NAN,5,MMG
395,402,743,NAN,1.5,MMG
399,410,760,NAN,1.5,MMG
416.0,551,703,NAN,1.5,MMG
417,626,NAN,NAN,NAN,MMG
469.0,509,810,NAN,NAN,MMG
NAN,585,826,NAN,5,MMG
NAN,NAN,NAN,4000,NAN,MMG
662,NAN,NAN,NAN,NAN,MMG
590,760,NAN,NAN,NAN,MMG
415,657,NAN,NAN,NAN,MMG
351,437,675,NAN,NAN,MMG
353,391,NAN,NAN,5,MMG
998,389,NAN,NAN,5,MMG
1003,1038,NAN,NAN,2,MMG
1005,1038,NAN,NAN,2,MMG
991,1035,NAN,NAN,2,MMG
980,1027,NAN,NAN,2,MMG
993,1004,NAN,NAN,NAN,MMG
812,1032,NAN,NAN,2,MMG
805,808,1206,NAN,NAN,MMG
799.0,826,1209,NAN,NAN,CMA
819,822,1206,NAN,NAN,CMA
807.0,882,1218,NAN,NAN,CMA
853.0,1124,1240,NAN,NAN,CMA
614,937,1440,NAN,NAN,CMA
604,680,NAN,NAN,NAN,CMA
617,662,NAN,NAN,NAN,MMG
622,672,NAN,NAN,NAN,MMG
612,677,NAN,NAN,NAN,MMG
619,674,1001,NAN,3,MMG
582,686,NAN,NAN,NAN,MMG
656.0,666,982,NAN,3,MMG
678,719,NAN,NAN,NAN,MMG
664,733,1103,NAN,3,MMG
672,735,NAN,NAN,NAN,MMG
631,734,NAN,NAN,NAN,MMG
650.2,711,NAN,NAN,NAN,MMG
661,698.5,NAN,NAN,1.5,MMG
589,708,NAN,NAN,NAN,MMG
655,671,1230,NAN,5,MMG
670,707,NAN,NAN,NAN,MMG
689,708,1226,NAN,NAN,MMG
NAN,768,1523,NAN,NAN,MMG
NAN,NAN,NAN,NAN,2,MMG
NAN,NAN,NAN,NAN,7,MMG
NAN,NAN,NAN,NAN,8,MMG
593,NAN,NAN,NAN,10,MMG
598,689,1145,NAN,3,MMG
602,685,1138,NAN,3,MMG
594,702,1129,NAN,3,MMG
615,706,1124,NAN,3,MMG
621,714,1138,NAN,3,MMG
604,716,1142,NAN,3,MMG
590,679,1132,NAN,3,MMG
610,674,1055,NAN,3,MMG
597,699,1123,NAN,3,MMG
599,668,1057,NAN,3,MMG
603,684,1214,NAN,6,MMG
598,709,1200,NAN,9,MMG
596,698,1180,NAN,10,MMG
592,706,1164,NAN,11,MMG
589,701,1244,NAN,7,MMG
601,705,1256,NAN,4,MMG
604,887,1409,NAN,NAN,MMG
604,639,1171,NAN,NAN,MMG
639.0,666,1171,NAN,5,MMG
660,715,1189,NAN,6,MMG
672,709,1184,NAN,4,MMG
669,723,1231,NAN,4,MMG
683,718,1191,NAN,6,MMG
687,740,1272,NAN,3,MMG
613,747,1279,NAN,3,MMG
611,701,1132,NAN,3,MMG
642,718,1221,NAN,12,MMG
634,709,1158,NAN,15,MMG
640,701,1244,NAN,13,MMG
629,698,1240,NAN,12,MMG
621,667,1013,NAN,NAN,MMG
622,668,1009,NAN,NAN,MMG
641,662,1009,NAN,NAN,MMG
680.0,688,1167,NAN,1,MMG
621,733,1207,NAN,NAN,MMG
622,668,1009,NAN,8,MMG
629,662,1009,NAN,6,MMG
604,667,1013,NAN,6,MMG
602,705,1246,NAN,7,MMG
599,699,1221,NAN,8,MMG
605,708,1188,NAN,7,MMG
605,NAN,NAN,NAN,10,MMG
602,700,1132,NAN,3,MMG
613,712,1097,NAN,3,MMG
633,723,1097,NAN,3,MMG
688,728,1101,NAN,3,MMG
NAN,733,1207,NAN,2,MMG
NAN,732.37,NAN,NAN,NAN,MG
NAN,710.15,NAN,NAN,NAN,MG
NAN,756.9,NAN,NAN,NAN,MG
NAN,779.17,NAN,NAN,NAN,MG
634,798.46,NAN,NAN,NAN,MG
NAN,734,1096,NAN,3,MG
628,NAN,NAN,NAN,1,MMG
658,686,NAN,NAN,25,MMG
683,711,NAN,NAN,1.5,MMG
726,729,NAN,NAN,3,MMG
673,800,1310,NAN,1,MMG
630,720,1225,NAN,1.5,MMG
673,708,NAN,NAN,12,MMG
654,720,1225,NAN,NAN,MMG
613,704,1095,NAN,NAN,MMG
680,720,1128,NAN,12,MMG
602,741,1142,NAN,5,MMG
615,652,1108,NAN,6,MMG
622,666,1093,NAN,10,MMG
635,675,1122,NAN,7,MMG
NAN,690,1136,NAN,6,MMG
677,NAN,NAN,NAN,10,MMG
677,726,1203,NAN,NAN,MMG
632,726,1203,NAN,2.5,MMG
636,701,1104,NAN,5,MMG
593.8,685,NAN,NAN,15,MMG
592.9,643.7,981.7,NAN,7,MMG
591.7,651.7,1008.2,NAN,7,MMG
606.9,651.6,1025.1,NAN,7,MMG
599,657.5,1037.7,NAN,7,MMG
616,660.4,1067.7,NAN,7,MMG
662.0,695,1000,NAN,3,MMG
683,749,1230,NAN,NAN,MMG
650,739,1169,NAN,1,MMG
644,692,1167,NAN,NAN,MMG
